Date,daily_pnl,pnl,heat
2021-12-06,23.254621475537498,23.254621475537498,-18.941295132826177
2021-12-07,8.17647562330427,31.431097098841768,-1.812059938744234
2021-12-08,7.7994200406924605,39.23051713953423,-3.440880176573067
2021-12-09,-3.3016315553897186,35.92888558414451,-9.10500955169875
2021-12-10,13.096837884777642,49.02572346892215,-1.4225361715858469
2021-12-11,-2.4960844244782123,46.52963904444394,-15.297772143029697
2021-12-12,3.335447446312905,49.865086490756845,-1.0133989784836785
2021-12-13,4.680643304041361,54.545729794798206,-0.21197066257109753
2021-12-14,1.631069474834419,56.176799269632625,-0.25885950368714816
2021-12-15,2.8199766859370214,58.996775955569646,-1.3025174148192917
2021-12-16,1.5944992315838817,60.59127518715353,-0.02372329428575881
2021-12-17,2.315356970487386,62.906632157640914,-0.06821114084647206
2021-12-18,1.241624682649018,64.14825684028993,-2.072615457841586
2021-12-19,16.214143833247704,80.36240067353764,-1.605533032715499
2021-12-20,-0.34371932766904933,80.01868134586859,-9.146594224939065
2021-12-21,3.0009754632166903,83.01965680908528,-1.7941116013251133
2021-12-22,8.439563457478002,91.45922026656328,-3.0568681538321414
2021-12-24,5.77933720803766,97.23855747460094,-97.1606263681616
2021-12-25,-0.09062094913669938,97.14793652546425,-0.23759710393576228
2021-12-26,1.4053883746398768,98.55332490010412,-1.7730202297343851
2021-12-27,4.270373514533288,102.8236984146374,-1.8378758136278504
2021-12-28,16.848134546235592,119.67183296087299,-5.759758795758458
2021-12-29,6.421115532897602,126.09294849377059,-3.066272322882
2021-12-30,2.9541752966129025,129.0471237903835,-0.35658318412136225
2021-12-31,4.080676019679675,133.12779981006318,-0.23813073516726035
2022-01-01,1.4216268732694957,134.54942668333268,-1.4437855533717183
2022-01-02,1.9167446438266715,136.46617132715934,-0.7503942467762563
2022-01-03,-1.8688829228736665,134.59728840428568,-23.856360058329486
2022-01-04,4.357827421255488,138.95511582554116,-0.7749494772381667
2022-01-05,0.0046042611902308295,138.95972008673138,-68.00130325987935
2022-01-06,4.770402011794834,143.7301220985262,-0.5206432158689296
2022-01-07,11.80124925155512,155.53137135008132,-6.017135139740496
2022-01-08,7.140571793335248,162.67194314341657,-0.09866961199767132
2022-01-09,1.0384792497416058,163.71042239315818,-0.10249722077374912
2022-01-10,3.5508385234457904,167.261260916604,-8.399337727890284
2022-01-11,2.518363602463289,169.77962451906728,-1.2276273862687503
2022-01-12,-14.731334897268411,155.04828962179886,-29.969053544487153
2022-01-13,-3.6796435610155243,151.36864606078333,-7.138565365550761
2022-01-14,0.37640843295738335,151.74505449374072,-15.407977578993929
2022-01-15,6.414000348169694,158.1590548419104,-9.16643915036289
2022-01-16,1.6430947924965835,159.802149634407,-4.6702603926134
2022-01-17,1.3117625686841876,161.11391220309116,-8.929115982815844
2022-01-18,-16.2510623379806,144.86284986511055,-38.318544448504234
2022-01-19,4.096440378537501,148.95929024364804,-3.5987581309165435
2022-01-20,2.7080571546480883,151.66734739829613,-1.4197990637105775
2022-01-21,15.828784270231814,167.49613166852794,-3.3795643781514215
2022-01-22,24.865979932218693,192.36211160074663,-53.538703453149736
2022-01-23,12.196655882579961,204.5587674833266,-2.37584874102636
2022-01-24,-2.1338932043182766,202.42487427900832,-2.1338932043182766
2022-01-25,4.887178795108603,207.31205307411693,-0.36207919488730056
2022-01-26,5.791525587391398,213.10357866150832,-4.0129624506650075
2022-01-27,2.7267071244303906,215.8302857859387,-0.7090721284127923
2022-01-28,2.336098010004285,218.166383795943,0.0
2022-01-29,3.0796992093082736,221.24608300525128,-1.0467656094190687
2022-01-30,2.381410189511513,223.6274931947628,-0.02721419617452625
2022-01-31,5.967985741973671,229.59547893673647,-1.8427115518122648
2022-02-01,6.143271016630358,235.73874995336683,-0.04310178329043879
2022-02-02,6.899697012615192,242.63844696598204,-15.747324656159137
2022-02-03,0.1918055478398557,242.8302525138219,-0.17724413251882964
2022-02-04,-7.492056718404534,235.33819579541736,-7.492056718404534
2022-02-05,3.3407132478494006,238.67890904326677,-1.0486565543671844
2022-02-06,2.906317107475793,241.58522615074256,-7.669467454724526
2022-02-07,-0.12836450738198835,241.45686164336058,-30.29800698240404
2022-02-08,7.041602588489354,248.49846423184994,-1.9379769502521071
2022-02-09,1.3776867226671285,249.87615095451707,-12.082320918810836
2022-02-10,8.645298369777038,258.5214493242941,-0.4158969126314389
2022-02-11,4.819448423366161,263.3408977476603,-0.10039804289738186
2022-02-12,3.057122050037691,266.398019797698,-1.2622952569062207
2022-02-13,1.0803525081058112,267.4783723058038,-0.33901215397635553
2022-02-14,4.162012599140297,271.6403849049441,-0.49547043497068444
2022-02-15,3.840990094283299,275.4813749992274,-1.9414869956581313
2022-02-16,5.77639697239033,281.25777197161773,-10.382043396306933
2022-02-17,-19.104054810655093,262.15371716096263,-26.89957292938533
2022-02-18,5.775291020531775,267.9290081814944,-2.323003141017324
2022-02-19,1.6398089474661646,269.5688171289606,0.0
2022-02-20,1.8806410371686155,271.4494581661292,-1.8950712491090798
2022-02-21,4.548495988323602,275.9979541544528,-0.537152456776198
2022-02-22,1.5283213734958991,277.5262755279487,-0.30352028176176304
2022-02-23,2.6177391684608438,280.14401469640956,-0.07212986006739897
2022-02-24,11.68213409938464,291.8261487957942,-1.833445524778753
2022-02-25,3.374952592398472,295.2011013881927,-1.9274102737967382
2022-02-26,1.6469356259562318,296.84803701414893,-20.607948771746436
2022-02-27,1.7507373032558675,298.5987743174048,-2.7069412253531553
2022-02-28,2.3041849339376625,300.90295925134245,-1.488498020349958
2022-03-01,2.559139716991268,303.46209896833375,0.0
2022-03-02,2.2018463542019617,305.6639453225357,-0.8327741789096521
2022-03-03,7.3963106895614175,313.0602560120971,-0.5702421244195435
2022-03-04,-31.00315039683808,282.05710561525905,-68.52663331106083
2022-03-05,1.0946005899985636,283.1517062052576,-0.5795217455745814
2022-03-06,4.197163265879496,287.3488694711371,-0.8325247031576168
2022-03-07,6.920817094686981,294.2696865658241,-1.6128160516295509
2022-03-08,2.4726762964824047,296.7423628623065,-0.14817401297560195
2022-03-09,3.761717499590887,300.50408036189737,-5.624415440011319
2022-03-10,6.319042333692778,306.82312269559014,-1.4579115193350134
2022-03-11,-27.553294666204906,279.2698280293852,-31.978677507710927
2022-03-12,2.5967708627793087,281.8665988921645,-0.24496465389833588
2022-03-13,1.5997566838006492,283.46635557596517,-0.2397763315529886
2022-03-14,3.4131513503020585,286.87950692626725,-0.6978733878429466
