Date,daily_pnl,pnl,heat
2022-03-15,3.9703523543465593,290.8498592806138,-0.7414464273303167
2022-03-16,4.119829011444779,294.9696882920586,-1.3392916736844
2022-03-17,2.7768412745208764,297.7465295665795,-5.2038724117674064
2022-03-18,1.6258998590905378,299.37242942567,-0.6182279576637981
2022-03-19,-5.453664500178768,293.91876492549125,-6.289406731184037
2022-03-20,3.8896624751681586,297.8084274006594,-0.8646218026729429
2022-03-21,1.6169296080370117,299.42535700869644,-55.807263998156344
2022-03-22,-1.924048581070501,297.50130842762593,-5.4627353575568875
2022-03-23,2.3560470454443845,299.8573554730703,-1.7653435237910742
2022-03-24,7.5809219922680455,307.43827746533833,-1.3226954520194738
2022-03-25,21.559876422556883,328.9981538878952,-6.771655631243959
2022-03-26,1.8586377407181587,330.8567916286134,-1.1939882220695637
2022-03-27,0.6736849496885426,331.53047657830194,-0.43479389599396256
2022-03-28,0.6981301611992379,332.2286067395012,-0.7766832905533718
2022-03-29,1.6101439393340584,333.83875067883525,-0.4024897538762815
2022-03-30,5.735179809042638,339.5739304878779,-0.3631421692187118
2022-03-31,-3.227089472680319,336.3468410151976,-29.436821699458307
2022-04-01,3.2182094600846014,339.5650504752822,-0.9109124987484236
2022-04-02,-0.5364629411012487,339.02858753418093,-0.6927845344146277
2022-04-03,0.1184215097136132,339.1470090438945,-1.683799287095617
2022-04-04,2.0227487299128057,341.1697577738073,-1.337987175282521
2022-04-05,1.6244319544558579,342.7941897282632,-0.12864817108464877
2022-04-06,-0.21345940155620013,342.580730326707,-1.1959515481669527
2022-04-07,2.553708225410226,345.1344385521172,-0.07259078763586047
2022-04-08,2.6474918551868853,347.7819304073041,-0.06178272042359367
2022-04-09,1.878956748385633,349.66088715568975,-0.22780520429700601
2022-04-10,1.6529130636875635,351.3138002193773,0.0
2022-04-11,2.2996843066620585,353.6134845260394,-1.2166923570275117
2022-04-12,1.551774932247497,355.16525945828687,-0.41398504213410803
2022-04-13,-7.124364992772442,348.04089446551444,-8.750202716421228
2022-04-14,1.6635779996723414,349.70447246518677,-0.43142937061789866
2022-04-15,3.174593900073191,352.87906636526,-4.349908188301015
2022-04-16,3.245195963507058,356.12426232876703,-1.688956079043919
2022-04-17,1.712301266354899,357.8365635951219,-0.6469407329226158
2022-04-18,2.5870999079132133,360.42366350303513,-7.388053558113299
2022-04-19,2.9862755335522024,363.40993903658733,-0.4656743119379172
2022-04-20,1.3768130336106736,364.786752070198,-0.6232125869985197
2022-04-21,3.632179446566994,368.41893151676504,-0.8291197964428392
2022-04-22,0.6597646640399333,369.07869618080497,-0.06643049937257928
2022-04-23,1.680258121012777,370.75895430181777,-0.8057034849329199
2022-04-24,0.0,370.75895430181777,0.0
2022-04-25,5.526648695878556,376.28560299769634,-0.6879372427387125
2022-04-27,0.007534583822888408,376.2931375815192,-0.7700892436424169
2022-04-28,3.551357614767184,379.8444951962864,-0.8902814059524644
2022-04-29,0.5904627152040831,380.43495791149047,-0.4506365796600136
2022-04-30,14.588966529449117,395.0239244409396,-15.246609253242617
2022-05-01,2.682598300760702,397.70652274170027,-0.5953987233618392
2022-05-02,7.628622832955415,405.3351455746557,-1.1620904358372286
2022-05-03,7.628238769815333,412.963384344471,-52.86164207844053
2022-05-04,2.735281589560376,415.6986659340314,-3.1992748822892985
2022-05-05,0.02894814737567941,415.72761408140707,-11.626746862459932
2022-05-06,8.984745676195892,424.71235975760294,-20.921189853839387
2022-05-07,-10.409077572343598,414.3032821852593,-23.716852086829206
2022-05-08,6.647893427869956,420.9511756131293,-0.8224888380341895
2022-05-09,-71.1147129295696,349.8364626835597,-118.4907235798899
2022-05-10,15.427357328385593,365.2638200119453,-3.29921637657883
2022-05-11,44.83508043178575,410.09890044373105,-10.650088184321397
2022-05-12,73.55318579812254,483.65208624185357,-38.13021780069025
2022-05-13,16.997810520081288,500.6498967619349,-1.1180769828898889
2022-05-14,8.41737887458659,509.06727563652146,-1.010975793096975
2022-05-15,3.291625940905199,512.3589015774266,0.0
2022-05-16,7.502253402566872,519.8611549799936,-3.647838332733066
2022-05-17,13.316664691773418,533.177819671767,-3.3338997226270735
2022-05-18,7.624490239795726,540.8023099115627,-2.675126818190705
2022-05-19,0.08298837573464368,540.8852982872974,-31.634231638851745
2022-05-20,2.864631173700303,543.7499294609977,-2.246624008355454
2022-05-21,3.474635777193555,547.2245652381912,-0.8810758137473584
2022-05-22,1.6564491841632645,548.8810144223545,-1.3918931653619069
2022-05-23,4.220498465797462,553.101512888152,-1.1648957186535824
2022-05-24,7.702237710034325,560.8037505981863,-3.803840950966247
2022-05-25,2.3713433597831965,563.1750939579695,-0.628702293654456
2022-05-26,12.097083518622568,575.272177476592,-40.09031151026145
2022-05-27,1.6123016838484716,576.8844791604405,-0.4133231896926901
2022-05-28,2.4114097500019014,579.2958889104424,-1.6363208382124057
2022-05-29,2.0755739650276652,581.37146287547,-0.2586413449132863
2022-05-30,4.207726941254279,585.5791898167242,-0.34086509528761155
2022-05-31,3.079736353549393,588.6589261702736,-0.6720532768686382
2022-06-01,1.7759854647575466,590.4349116350312,-0.06176605033401472
